-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
-127.00, -196.60
